sentence_id	token_id	token	surprisal
62	1	The	0.0
62	2	boss	12.565614
62	3	assigned	13.645036
62	4	the	3.701847
62	5	job	7.028822
62	6	.	2.610514
63	1	The	0.0
63	2	boss	12.565614
63	3	promised	13.379998
63	4	the	4.260423
63	5	heaven	21.0364
63	6	.	3.376905
64	1	The	0.0
64	2	boss	12.565614
64	3	promised	13.379998
64	4	the	4.260423
64	5	promotion	11.84052
64	6	.	3.173901
65	1	The	0.0
65	2	botanist	20.312735
65	3	examined	17.373228
65	4	the	2.461407
65	5	tire	14.862575
65	6	.	3.342044
66	1	The	0.0
66	2	botanist	20.312735
66	3	examined	17.373228
66	4	the	2.461407
66	5	plant	10.56915
66	6	.	2.091779
67	1	The	0.0
67	2	boxer	17.36681
67	3	delivered	15.472238
67	4	the	4.07638
67	5	drink	13.142105
67	6	.	2.490936
68	1	The	0.0
68	2	boxer	17.36681
68	3	delivered	15.472238
68	4	the	4.07638
68	5	punch	13.075393
68	6	.	2.627482
69	1	The	0.0
69	2	breeder	18.93321
69	3	sold	12.266906
69	4	the	4.554253
69	5	cigarette	12.528698
69	6	.	2.467571
70	1	The	0.0
70	2	breeder	18.93321
70	3	sold	12.266906
70	4	the	4.554253
70	5	dog	10.614243
70	6	.	2.57709
71	1	The	0.0
71	2	burglar	18.284325
71	3	climbed	16.803604
71	4	the	5.450222
71	5	rock	11.740017
71	6	.	2.389858
72	1	The	0.0
72	2	burglar	18.284325
72	3	climbed	16.803604
72	4	the	5.450222
72	5	wall	8.825831
72	6	.	2.045061
73	1	The	0.0
73	2	businessman	14.029622
73	3	read	12.412779
73	4	the	3.108104
73	5	fable	16.234591
73	6	.	2.316015
74	1	The	0.0
74	2	businessman	14.029622
74	3	read	12.412779
74	4	the	3.108104
74	5	report	8.339441
74	6	.	1.896016
75	1	The	0.0
75	2	businessman	14.029622
75	3	tied	16.708162
75	4	the	4.126087
75	5	prisoner	16.952396
75	6	.	4.158834
76	1	The	0.0
76	2	businessman	14.029622
76	3	tied	16.708162
76	4	the	4.126087
76	5	necktie	16.36396
76	6	.	3.286253
77	1	The	0.0
77	2	businessman	14.029622
77	3	wore	14.875025
77	4	the	3.514734
77	5	uniform	13.105737
77	6	.	3.581537
78	1	The	0.0
78	2	businessman	14.029622
78	3	wore	14.875025
78	4	the	3.514734
78	5	tie	11.829794
78	6	.	2.663548
79	1	The	0.0
79	2	butcher	16.802965
79	3	carved	14.06761
79	4	the	4.901783
79	5	stone	11.159818
79	6	.	2.336843
80	1	The	0.0
80	2	butcher	16.802965
80	3	carved	14.06761
80	4	the	4.901783
80	5	meat	10.710163
80	6	.	2.879832
81	1	The	0.0
81	2	butcher	16.802965
81	3	cut	13.01698
81	4	the	4.088285
81	5	tree	12.494933
81	6	.	2.876106
82	1	The	0.0
82	2	butcher	16.802965
82	3	cut	13.01698
82	4	the	4.088285
82	5	meat	11.173679
82	6	.	3.473345
83	1	The	0.0
83	2	butcher	16.802965
83	3	sold	9.698436
83	4	the	3.969794
83	5	weapon	14.215344
83	6	.	2.47998
84	1	The	0.0
84	2	butcher	16.802965
84	3	sold	9.698436
84	4	the	3.969794
84	5	meat	10.244702
84	6	.	2.890434
85	1	The	0.0
85	2	butcher	16.802965
85	3	used	9.218986
85	4	the	4.629719
85	5	camera	10.147542
85	6	.	2.421862
86	1	The	0.0
86	2	butcher	16.802965
86	3	used	9.218986
86	4	the	4.629719
86	5	knife	13.712782
86	6	.	2.247615
87	1	The	0.0
87	2	cameraman	18.131056
87	3	recorded	14.588221
87	4	the	3.915834
87	5	sale	11.165558
87	6	.	2.654829
88	1	The	0.0
88	2	cameraman	18.131056
88	3	recorded	14.588221
88	4	the	3.915834
88	5	video	12.255461
88	6	.	2.96594
89	1	The	0.0
89	2	candidate	12.045881
89	3	celebrated	17.108986
89	4	the	3.664421
89	5	holiday	11.500213
89	6	.	2.518324
90	1	The	0.0
90	2	candidate	12.045881
90	3	celebrated	17.108986
90	4	the	3.664421
90	5	victory	11.302935
90	6	.	2.647809
91	1	The	0.0
91	2	carpenter	19.561184
91	3	fixed	18.449553
91	4	the	2.949666
91	5	shoe	14.366405
91	6	.	3.153551
92	1	The	0.0
92	2	carpenter	19.561184
92	3	fixed	18.449553
92	4	the	2.949666
92	5	chair	12.260258
92	6	.	2.395006
93	1	The	0.0
93	2	carpenter	19.561184
93	3	flipped	16.181606
93	4	the	4.495059
93	5	hair	10.667749
93	6	.	2.794411
94	1	The	0.0
94	2	carpenter	19.561184
94	3	flipped	16.181606
94	4	the	4.495059
94	5	board	11.536874
94	6	.	2.669742
95	1	The	0.0
95	2	carpenter	19.561184
95	3	grabbed	14.392085
95	4	the	3.008389
95	5	ball	6.852658
95	6	.	2.30823
96	1	The	0.0
96	2	carpenter	19.561184
96	3	grabbed	14.392085
96	4	the	3.008389
96	5	board	10.474672
96	6	.	2.333207
97	1	The	0.0
97	2	carver	19.244745
97	3	built	12.406845
97	4	the	5.967947
97	5	house	8.029646
97	6	.	2.044344
98	1	The	0.0
98	2	carver	19.244745
98	3	built	12.406845
98	4	the	5.967947
98	5	sculpture	14.626189
98	6	.	1.856997
99	1	The	0.0
99	2	cat	14.700199
99	3	chased	17.643225
99	4	the	3.369281
99	5	kite	17.329029
99	6	.	2.161184
100	1	The	0.0
100	2	cat	14.700199
100	3	chased	17.643225
100	4	the	3.369281
100	5	bird	10.864099
100	6	.	2.300795
101	1	The	0.0
101	2	cat	14.700199
101	3	drank	16.75668
101	4	the	3.957439
101	5	coffee	10.195668
101	6	.	2.891098
102	1	The	0.0
102	2	cat	14.700199
102	3	drank	16.75668
102	4	the	3.957439
102	5	milk	10.356952
102	6	.	2.543344
103	1	The	0.0
103	2	champion	15.791231
103	3	held	12.757126
103	4	the	4.457493
103	5	guitar	16.277185
103	6	.	2.33325
104	1	The	0.0
104	2	champion	15.791231
104	3	held	12.757126
104	4	the	4.457493
104	5	cup	13.941994
104	6	.	2.378149
105	1	The	0.0
105	2	chauffeur	17.813013
105	3	carried	13.675651
105	4	the	3.97806
105	5	rifle	13.770312
105	6	.	3.038056
106	1	The	0.0
106	2	chauffeur	17.813013
106	3	carried	13.675651
106	4	the	3.97806
106	5	passenger	12.703255
106	6	.	3.676275
107	1	The	0.0
107	2	cheerleader	20.428944
107	3	carried	15.656618
107	4	the	3.663786
107	5	rifle	14.457623
107	6	.	2.98443
108	1	The	0.0
108	2	cheerleader	20.428944
108	3	carried	15.656618
108	4	the	3.663786
108	5	flag	10.988734
108	6	.	2.746533
109	1	The	0.0
109	2	cheerleader	20.428944
109	3	performed	16.262238
109	4	the	5.848604
109	5	spell	16.864954
109	6	.	2.768076
110	1	The	0.0
110	2	cheerleader	20.428944
110	3	performed	16.262238
110	4	the	5.848604
110	5	dance	13.390693
110	6	.	2.601165
111	1	The	0.0
111	2	cheerleader	20.428944
111	3	shook	18.458261
111	4	the	2.588646
111	5	drink	13.653533
111	6	.	2.328314
112	1	The	0.0
112	2	cheerleader	20.428944
112	3	shook	18.458261
112	4	the	2.588646
112	5	flag	10.321073
112	6	.	1.884627
113	1	The	0.0
113	2	chemist	19.557432
113	3	mixed	19.211035
113	4	the	5.339375
113	5	music	10.002114
113	6	.	2.117302
114	1	The	0.0
114	2	chemist	19.557432
114	3	mixed	19.211035
114	4	the	5.339375
114	5	substance	12.515215
114	6	.	2.502147
115	1	The	0.0
115	2	chemist	19.557432
115	3	poured	17.280645
115	4	the	4.649415
115	5	juice	13.145576
115	6	.	4.697658
116	1	The	0.0
116	2	chemist	19.557432
116	3	poured	17.280645
116	4	the	4.649415
116	5	compound	14.529314
116	6	.	4.53511
117	1	The	0.0
117	2	chemist	19.557432
117	3	sold	11.353251
117	4	the	3.781687
117	5	dog	10.367963
117	6	.	3.045846
118	1	The	0.0
118	2	chemist	19.557432
118	3	sold	11.353251
118	4	the	3.781687
118	5	drug	8.698683
118	6	.	2.902279
119	1	The	0.0
119	2	child	12.633577
119	3	ate	15.945791
119	4	the	3.831312
119	5	bone	11.807287
119	6	.	2.327511
120	1	The	0.0
120	2	child	12.633577
120	3	ate	15.945791
120	4	the	3.831312
120	5	candy	13.182232
120	6	.	2.533673
121	1	The	0.0
121	2	child	12.633577
121	3	built	13.170241
121	4	the	4.856233
121	5	sculpture	14.855608
121	6	.	2.081634
122	1	The	0.0
122	2	child	12.633577
122	3	built	13.170241
122	4	the	4.856233
122	5	snowman	20.14098
122	6	.	1.77398
123	1	The	0.0
123	2	child	12.633577
123	3	celebrated	16.884331
123	4	the	4.394971
123	5	victory	13.147386
123	6	.	2.305412
124	1	The	0.0
124	2	child	12.633577
124	3	celebrated	16.884331
124	4	the	4.394971
124	5	birthday	13.463859
124	6	.	3.177169
125	1	The	0.0
125	2	child	12.633577
125	3	chased	17.626995
125	4	the	3.902873
125	5	thief	13.501554
125	6	.	2.415566
126	1	The	0.0
126	2	child	12.633577
126	3	chased	17.626995
126	4	the	3.902873
126	5	toy	11.559018
126	6	.	3.261069
127	1	The	0.0
127	2	child	12.633577
127	3	climbed	17.780098
127	4	the	5.541285
127	5	mountain	11.569926
127	6	.	2.609403
128	1	The	0.0
128	2	child	12.633577
128	3	climbed	17.780098
128	4	the	5.541285
128	5	tree	11.762163
128	6	.	2.070659
129	1	The	0.0
129	2	child	12.633577
129	3	crossed	18.149967
129	4	the	2.72797
129	5	river	6.408768
129	6	.	1.686225
130	1	The	0.0
130	2	child	12.633577
130	3	crossed	18.149967
130	4	the	2.72797
130	5	park	10.350405
130	6	.	1.738659
131	1	The	0.0
131	2	child	12.633577
131	3	cut	14.15792
131	4	the	3.599492
131	5	tree	12.2444
131	6	.	2.647489
132	1	The	0.0
132	2	child	12.633577
132	3	cut	14.15792
132	4	the	3.599492
132	5	paper	10.535591
132	6	.	3.00211
133	1	The	0.0
133	2	child	12.633577
133	3	drank	16.782402
133	4	the	3.855104
133	5	beer	10.400881
133	6	.	2.32449
134	1	The	0.0
134	2	child	12.633577
134	3	drank	16.782402
134	4	the	3.855104
134	5	coke	14.948547
134	6	.	2.71089
135	1	The	0.0
135	2	child	12.633577
135	3	drew	14.488739
135	4	the	4.157183
135	5	horse	13.323169
135	6	.	2.448015
136	1	The	0.0
136	2	child	12.633577
136	3	drew	14.488739
136	4	the	4.157183
136	5	flower	16.006821
136	6	.	2.948266
137	1	The	0.0
137	2	child	12.633577
137	3	enjoyed	14.030337
137	4	the	3.876739
137	5	lecture	14.706782
137	6	.	2.238124
138	1	The	0.0
138	2	child	12.633577
138	3	enjoyed	14.030337
138	4	the	3.876739
138	5	ride	14.249968
138	6	.	1.946973
139	1	The	0.0
139	2	child	12.633577
139	3	found	10.801148
139	4	the	3.888799
139	5	corpse	14.186817
139	6	.	2.873581
140	1	The	0.0
140	2	child	12.633577
140	3	found	10.801148
140	4	the	3.888799
140	5	doll	14.997552
140	6	.	3.12277
141	1	The	0.0
141	2	child	12.633577
141	3	grabbed	16.676079
141	4	the	3.188337
141	5	UNK-LC	8.760347
141	6	.	2.041712
142	1	The	0.0
142	2	child	12.633577
142	3	grabbed	16.676079
142	4	the	3.188337
142	5	UNK-LC	8.760347
142	6	.	2.041712
143	1	The	0.0
143	2	child	12.633577
143	3	lent	16.722664
143	4	the	3.647019
143	5	car	10.016641
143	6	.	3.692085
144	1	The	0.0
144	2	child	12.633577
144	3	lent	16.722664
144	4	the	3.647019
144	5	pen	13.545134
144	6	.	3.320618
145	1	The	0.0
145	2	child	12.633577
145	3	opened	13.609854
145	4	the	4.240613
145	5	congress	17.335554
145	6	.	1.935454
146	1	The	0.0
146	2	child	12.633577
146	3	opened	13.609854
146	4	the	4.240613
146	5	present	11.746984
146	6	.	5.001458
147	1	The	0.0
147	2	child	12.633577
147	3	picked	14.575459
147	4	the	5.429653
147	5	investment	12.099293
147	6	.	3.591595
148	1	The	0.0
148	2	child	12.633577
148	3	picked	14.575459
148	4	the	5.429653
148	5	flower	14.536304
148	6	.	3.408098
149	1	The	0.0
149	2	child	12.633577
149	3	rode	17.65941
149	4	the	4.072158
149	5	bull	13.385657
149	6	.	3.585426
150	1	The	0.0
150	2	child	12.633577
150	3	rode	17.65941
150	4	the	4.072158
150	5	bus	9.875432
150	6	.	3.073701
151	1	The	0.0
151	2	child	12.633577
151	3	threw	14.587831
151	4	the	3.632496
151	5	bottle	12.349287
151	6	.	3.507467
152	1	The	0.0
152	2	child	12.633577
152	3	threw	14.587831
152	4	the	3.632496
152	5	ball	6.071557
152	6	.	3.913881
153	1	The	0.0
153	2	child	12.633577
153	3	threw	14.587831
153	4	the	3.632496
153	5	spear	16.209566
153	6	.	3.704675
154	1	The	0.0
154	2	child	12.633577
154	3	threw	14.587831
154	4	the	3.632496
154	5	snowball	16.414076
154	6	.	3.110132
155	1	The	0.0
155	2	child	12.633577
155	3	told	11.559943
155	4	the	2.65323
155	5	verdict	15.117528
155	6	.	2.574283
156	1	The	0.0
156	2	child	12.633577
156	3	told	11.559943
156	4	the	2.65323
156	5	lie	15.602792
156	6	.	2.510606
157	1	The	0.0
157	2	child	12.633577
157	3	visited	15.714979
157	4	the	2.268992
157	5	president	10.764449
157	6	.	1.745145
158	1	The	0.0
158	2	child	12.633577
158	3	visited	15.714979
158	4	the	2.268992
158	5	grandmother	14.762143
158	6	.	1.812279
159	1	The	0.0
159	2	child	12.633577
159	3	visited	15.714979
159	4	the	2.268992
159	5	prisoner	16.838314
159	6	.	1.77823
160	1	The	0.0
160	2	child	12.633577
160	3	visited	15.714979
160	4	the	2.268992
160	5	zoo	12.538209
160	6	.	1.432734
161	1	The	0.0
161	2	child	12.633577
161	3	wrote	12.646231
161	4	the	4.358222
161	5	diagnosis	13.430423
161	6	.	2.300217
162	1	The	0.0
162	2	child	12.633577
162	3	wrote	12.646231
162	4	the	4.358222
162	5	UNK-LC-ion	12.319112
162	6	.	3.021336
163	1	The	0.0
163	2	climber	21.063511
163	3	climbed	16.785429
163	4	the	5.048541
163	5	staircase	13.540296
163	6	.	1.927898
164	1	The	0.0
164	2	climber	21.063511
164	3	climbed	16.785429
164	4	the	5.048541
164	5	rock	11.782998
164	6	.	2.404264
165	1	The	0.0
165	2	climber	21.063511
165	3	faced	13.267351
165	4	the	3.747854
165	5	ocean	14.119689
165	6	.	2.18582
166	1	The	0.0
166	2	climber	21.063511
166	3	faced	13.267351
166	4	the	3.747854
166	5	wall	10.824321
166	6	.	1.936933
167	1	The	0.0
167	2	climber	21.063511
167	3	used	10.122002
167	4	the	5.10217
167	5	blackboard	15.347887
167	6	.	2.280494
168	1	The	0.0
168	2	climber	21.063511
168	3	used	10.122002
168	4	the	5.10217
168	5	rope	12.99349
168	6	.	2.567178
169	1	The	0.0
169	2	coach	15.000511
169	3	checked	16.348169
169	4	the	4.384696
169	5	car	8.03758
169	6	.	2.584488
170	1	The	0.0
170	2	coach	15.000511
170	3	checked	16.348169
170	4	the	4.384696
170	5	team	9.447558
170	6	.	2.347294
171	1	The	0.0
171	2	UNK-LC-er	12.617924
171	3	fixed	16.929708
171	4	the	4.545589
171	5	phone	10.639521
171	6	.	2.96332
172	1	The	0.0
172	2	UNK-LC-er	12.617924
172	3	fixed	16.929708
172	4	the	4.545589
172	5	shoe	14.684936
172	6	.	3.224686
173	1	The	0.0
173	2	UNK-LC-er	12.617924
173	3	sewed	18.914867
173	4	the	4.881011
173	5	parachute	16.946796
173	6	.	3.054073
174	1	The	0.0
174	2	UNK-LC-er	12.617924
174	3	sewed	18.914867
174	4	the	4.881011
174	5	shoe	13.342522
174	6	.	3.199029
175	1	The	0.0
175	2	collector	16.547621
175	3	donated	15.142062
175	4	the	3.878686
175	5	blood	11.099611
175	6	.	3.027705
176	1	The	0.0
176	2	collector	16.547621
176	3	donated	15.142062
176	4	the	3.878686
176	5	painting	11.837376
176	6	.	2.75795
177	1	The	0.0
177	2	comedian	17.148924
177	3	entertained	18.526182
177	4	the	2.747873
177	5	soldier	13.256453
177	6	.	2.055374
178	1	The	0.0
178	2	comedian	17.148924
178	3	entertained	18.526182
178	4	the	2.747873
178	5	audience	9.215263
178	6	.	1.912648
179	1	The	0.0
179	2	confectioner	22.323862
179	3	decorated	16.827122
179	4	the	6.406601
179	5	tree	12.022941
179	6	.	2.2074
180	1	The	0.0
180	2	confectioner	22.323862
180	3	decorated	16.827122
180	4	the	6.406601
180	5	cake	12.900608
180	6	.	2.055228
181	1	The	0.0
181	2	confectioner	22.323862
181	3	spread	14.258927
181	4	the	3.554897
181	5	cement	15.109765
181	6	.	3.346338
182	1	The	0.0
182	2	confectioner	22.323862
182	3	spread	14.258927
182	4	the	3.554897
182	5	icing	17.323912
182	6	.	3.17903
183	1	The	0.0
183	2	cook	18.624672
183	3	bought	12.30861
183	4	the	3.625133
183	5	ticket	11.706671
183	6	.	2.227629
184	1	The	0.0
184	2	cook	18.624672
184	3	bought	12.30861
184	4	the	3.625133
184	5	food	8.886127
184	6	.	2.969573
185	1	The	0.0
185	2	cook	18.624672
185	3	checked	15.454405
185	4	the	5.642301
185	5	tire	14.645152
185	6	.	2.885189
186	1	The	0.0
186	2	cook	18.624672
186	3	checked	15.454405
186	4	the	5.642301
186	5	groceries	16.087948
186	6	.	2.170502
187	1	The	0.0
187	2	cook	18.624672
187	3	cleaned	15.749039
187	4	the	5.215805
187	5	window	7.995705
187	6	.	2.516117
188	1	The	0.0
188	2	cook	18.624672
188	3	cleaned	15.749039
188	4	the	5.215805
188	5	fish	9.494589
188	6	.	2.670756
189	1	The	0.0
189	2	cook	18.624672
189	3	cut	13.425657
189	4	the	3.250018
189	5	grass	10.600782
189	6	.	2.468821
190	1	The	0.0
190	2	cook	18.624672
190	3	cut	13.425657
190	4	the	3.250018
190	5	fish	10.406385
190	6	.	2.77397
191	1	The	0.0
191	2	cook	18.624672
191	3	flipped	16.395245
191	4	the	5.366153
191	5	hair	10.035139
191	6	.	2.680802
192	1	The	0.0
192	2	cook	18.624672
192	3	flipped	16.395245
192	4	the	5.366153
192	5	pancake	17.105225
192	6	.	2.633979
193	1	The	0.0
193	2	cook	18.624672
193	3	mixed	16.533409
193	4	the	5.879234
193	5	paint	13.915097
193	6	.	2.598938
194	1	The	0.0
194	2	cook	18.624672
194	3	mixed	16.533409
194	4	the	5.879234
194	5	ingredient	15.504298
194	6	.	2.010483
195	1	The	0.0
195	2	cowboy	17.41736
195	3	enjoyed	15.744507
195	4	the	4.134453
195	5	snack	16.047363
195	6	.	2.696973
196	1	The	0.0
196	2	cowboy	17.41736
196	3	enjoyed	15.744507
196	4	the	4.134453
196	5	ride	12.119205
196	6	.	1.929567
197	1	The	0.0
197	2	cowboy	17.41736
197	3	rode	17.255852
197	4	the	4.320072
197	5	bike	13.018109
197	6	.	2.164403
198	1	The	0.0
198	2	cowboy	17.41736
198	3	rode	17.255852
198	4	the	4.320072
198	5	bull	13.301382
198	6	.	2.978844
199	1	The	0.0
199	2	crew	13.19543
199	3	loaded	17.170666
199	4	the	3.618295
199	5	stroller	17.573977
199	6	.	2.193065
200	1	The	0.0
200	2	crew	13.19543
200	3	loaded	17.170666
200	4	the	3.618295
200	5	container	12.590693
200	6	.	2.918947
201	1	The	0.0
201	2	customer	11.974779
201	3	read	13.253863
201	4	the	3.592459
201	5	music	10.982814
201	6	.	2.421113
202	1	The	0.0
202	2	customer	11.974779
202	3	read	13.253863
202	4	the	3.592459
