sentence_id	token_id	token	surprisal
36	7	burial	16.940582
36	8	.	4.394671
37	1	The	0.0
37	2	supervisor	15.663287
37	3	supplied	15.764865
37	4	the	4.488871
37	5	liquor	13.340354
37	6	.	3.316398
38	1	The	0.0
38	2	liquor	14.463536
38	3	supplied	14.413978
38	4	the	7.004291
38	5	supervisor	16.097633
38	6	.	1.972194
39	1	The	0.0
39	2	liquor	14.463536
39	3	was	8.142988
39	4	supplied	11.308662
39	5	by	1.730993
39	6	the	1.852546
39	7	supervisor	14.287663
39	8	.	1.720718
40	1	The	0.0
40	2	supervisor	15.663287
40	3	was	6.422462
40	4	supplied	13.925061
40	5	by	1.483244
40	6	the	1.77052
40	7	liquor	14.486967
40	8	.	5.045806
41	1	The	0.0
41	2	overseer	19.983858
41	3	provided	12.785094
41	4	the	4.353023
41	5	alcohol	15.089656
41	6	.	3.244314
42	1	The	0.0
42	2	alcohol	15.9283
42	3	provided	11.922467
42	4	the	5.827379
42	5	overseer	20.062103
42	6	.	2.905522
43	1	The	0.0
43	2	alcohol	15.9283
43	3	was	7.655519
43	4	provided	9.502622
43	5	by	2.160383
43	6	the	1.599342
43	7	overseer	19.457399
43	8	.	2.696702
44	1	The	0.0
44	2	overseer	19.983858
44	3	was	7.603716
44	4	provided	10.962925
44	5	by	2.215936
44	6	the	1.712197
44	7	alcohol	17.387333
44	8	.	3.810159
45	1	The	0.0
45	2	troublemaker	18.922697
45	3	crashed	19.083096
45	4	the	7.131698
45	5	car	10.096854
45	6	.	2.246168
46	1	The	0.0
46	2	car	10.8637
46	3	crashed	13.063437
46	4	the	7.953671
46	5	troublemaker	21.425711
46	6	.	1.91827
47	1	The	0.0
47	2	car	10.8637
47	3	was	6.269308
47	4	crashed	15.076643
47	5	by	4.390745
47	6	the	1.795689
47	7	troublemaker	19.615856
47	8	.	1.944456
48	1	The	0.0
48	2	troublemaker	18.922697
48	3	was	7.100524
48	4	crashed	17.632969
48	5	by	4.325553
48	6	the	1.645172
48	7	car	11.49169
48	8	.	2.104056
49	1	The	0.0
49	2	UNK-LC	9.832897
49	3	wrecked	19.293125
49	4	the	2.560566
49	5	vehicle	12.498835
49	6	.	1.62654
50	1	The	0.0
50	2	vehicle	12.89505
50	3	wrecked	19.000048
50	4	the	1.830098
50	5	UNK-LC	9.637794
50	6	.	1.642323
51	1	The	0.0
51	2	vehicle	12.89505
51	3	was	6.183068
51	4	wrecked	14.902301
51	5	by	2.038201
51	6	the	1.646761
51	7	UNK-LC	9.603646
51	8	.	2.123263
52	1	The	0.0
52	2	UNK-LC	9.832897
52	3	was	7.314596
52	4	wrecked	15.342756
52	5	by	2.205445
52	6	the	1.674193
52	7	vehicle	14.230178
52	8	.	1.79311
53	1	The	0.0
53	2	repairman	18.977016
53	3	fixed	18.366566
53	4	the	3.350434
53	5	tap	16.806648
53	6	.	3.059022
54	1	The	0.0
54	2	tap	16.30769
54	3	fixed	15.752568
54	4	the	4.433754
54	5	repairman	19.198071
54	6	.	2.461055
55	1	The	0.0
55	2	tap	16.30769
55	3	was	7.387383
55	4	fixed	11.848825
55	5	by	5.217096
55	6	the	1.965908
55	7	repairman	17.811441
55	8	.	1.959727
56	1	The	0.0
56	2	repairman	18.977016
56	3	was	6.30753
56	4	fixed	14.983253
56	5	by	5.41307
56	6	the	2.241394
56	7	tap	16.900572
56	8	.	2.905346
57	1	The	0.0
57	2	handyman	18.813452
57	3	repaired	17.169367
57	4	the	3.5759
57	5	faucet	15.217457
57	6	.	1.571833
58	1	The	0.0
58	2	faucet	18.401943
58	3	repaired	17.111616
58	4	the	4.063159
58	5	handyman	18.141073
58	6	.	1.937502
59	1	The	0.0
59	2	faucet	18.401943
59	3	was	7.559895
59	4	repaired	13.24507
59	5	by	4.536851
59	6	the	1.689117
59	7	handyman	17.987244
59	8	.	1.925479
60	1	The	0.0
60	2	handyman	18.813452
60	3	was	6.597737
60	4	repaired	14.664776
60	5	by	4.65394
60	6	the	1.81778
60	7	faucet	16.712555
60	8	.	1.436773
61	1	The	0.0
61	2	secretary	11.932017
61	3	organized	16.817459
61	4	the	3.921144
61	5	desk	12.18656
61	6	.	2.05948
62	1	The	0.0
62	2	desk	14.891331
62	3	organized	16.315702
62	4	the	5.781661
62	5	secretary	13.403516
62	6	.	3.178286
63	1	The	0.0
63	2	desk	14.891331
63	3	was	6.374868
63	4	organized	11.178667
63	5	by	1.53867
63	6	the	1.644215
63	7	secretary	11.425368
63	8	.	3.439292
64	1	The	0.0
64	2	secretary	11.932017
64	3	was	7.424213
64	4	organized	11.012577
64	5	by	1.347788
64	6	the	1.588375
64	7	desk	15.466798
64	8	.	1.932337
65	1	The	0.0
65	2	receptionist	16.961283
65	3	UNK-LC-ed	13.407385
65	4	the	4.191909
65	5	table	10.054773
65	6	.	1.862473
66	1	The	0.0
66	2	table	11.891376
66	3	UNK-LC-ed	13.474587
66	4	the	4.56716
66	5	receptionist	16.973913
66	6	.	2.238124
67	1	The	0.0
67	2	table	11.891376
67	3	was	6.20099
67	4	UNK-LC-ed	10.463891
67	5	by	3.530215
67	6	the	1.694557
67	7	receptionist	15.814344
67	8	.	2.088125
68	1	The	0.0
68	2	receptionist	16.961283
68	3	was	6.431696
68	4	UNK-LC-ed	10.298112
68	5	by	3.991954
68	6	the	1.845481
68	7	table	11.544547
68	8	.	1.433903
69	1	The	0.0
69	2	pilot	12.603182
69	3	steered	19.045282
69	4	the	3.189575
69	5	airplane	10.723115
69	6	.	3.439218
70	1	The	0.0
70	2	airplane	15.054412
70	3	steered	20.339315
70	4	the	2.774937
70	5	pilot	9.773676
70	6	.	3.336403
71	1	The	0.0
71	2	airplane	15.054412
71	3	was	6.136728
71	4	steered	16.721972
71	5	by	4.125763
71	6	the	1.653615
71	7	pilot	9.353893
71	8	.	2.011931
72	1	The	0.0
72	2	pilot	12.603182
72	3	was	7.027691
72	4	steered	16.097265
72	5	by	4.422377
72	6	the	1.705026
72	7	airplane	12.965601
72	8	.	1.892123
73	1	The	0.0
73	2	aviator	20.236132
73	3	maneuvered	20.747749
73	4	the	3.936543
73	5	jet	11.44515
73	6	.	2.604159
74	1	The	0.0
74	2	jet	13.581675
74	3	maneuvered	21.028955
74	4	the	4.325884
74	5	aviator	18.122959
74	6	.	2.461622
75	1	The	0.0
75	2	jet	13.581675
75	3	was	6.069115
75	4	maneuvered	18.538923
75	5	by	4.310153
75	6	the	1.770652
75	7	aviator	18.476355
75	8	.	2.024673
76	1	The	0.0
76	2	aviator	20.236132
76	3	was	6.748087
76	4	maneuvered	16.902243
76	5	by	4.715097
76	6	the	1.876501
76	7	jet	12.58714
76	8	.	1.876463
77	1	The	0.0
77	2	chef	16.439066
77	3	sauteed	23.94252
77	4	the	8.230494
77	5	squid	15.784034
77	6	.	3.305758
78	1	The	0.0
78	2	squid	19.830858
78	3	sauteed	21.540094
78	4	the	10.349936
78	5	chef	12.162652
78	6	.	4.452936
79	1	The	0.0
79	2	squid	19.830858
79	3	was	8.558661
79	4	sauteed	23.317741
79	5	by	7.413939
79	6	the	2.062783
79	7	chef	12.059799
79	8	.	1.896407
80	1	The	0.0
80	2	chef	16.439066
80	3	was	6.236559
80	4	sauteed	23.512568
80	5	by	7.726612
80	6	the	2.373384
80	7	squid	14.173611
80	8	.	3.653342
81	1	The	0.0
81	2	cook	18.624672
81	3	grilled	16.823063
81	4	the	3.732784
81	5	octopus	13.907032
81	6	.	1.733126
82	1	The	0.0
82	2	octopus	19.134859
82	3	grilled	18.260532
82	4	the	4.396636
82	5	cook	15.358813
82	6	.	1.674013
83	1	The	0.0
83	2	octopus	19.134859
83	3	was	6.842953
83	4	grilled	14.849453
83	5	by	3.404961
83	6	the	1.755875
83	7	cook	15.286977
83	8	.	1.563463
84	1	The	0.0
84	2	cook	18.624672
84	3	was	7.436921
84	4	grilled	13.661952
84	5	by	3.379796
84	6	the	1.802001
84	7	octopus	15.802637
84	8	.	1.847384
85	1	The	0.0
85	2	ship	12.886919
85	3	captain	15.165563
85	4	promised	13.130375
85	5	the	4.151964
85	6	triumph	15.090897
85	7	.	3.725084
86	1	The	0.0
86	2	triumph	15.434101
86	3	promised	16.751303
86	4	the	5.299257
86	5	ship	12.827003
86	6	captain	15.123741
86	7	.	3.096815
87	1	The	0.0
87	2	triumph	15.434101
87	3	was	7.899213
87	4	promised	12.027447
87	5	by	4.782774
87	6	the	1.702467
87	7	ship	13.114266
87	8	captain	14.96598
87	9	.	1.637913
88	1	The	0.0
88	2	ship	12.886919
88	3	captain	15.165563
88	4	was	5.755672
88	5	promised	11.412001
88	6	by	5.720692
88	7	the	1.907696
88	8	triumph	15.882881
88	9	.	3.73058
89	1	The	0.0
89	2	skipper	17.594725
89	3	guaranteed	17.383186
89	4	the	4.037913
89	5	victory	14.143959
89	6	.	2.301775
90	1	The	0.0
90	2	victory	13.914227
90	3	guaranteed	17.73176
90	4	the	3.543956
90	5	skipper	17.947823
90	6	.	2.929744
91	1	The	0.0
91	2	victory	13.914227
91	3	was	6.583423
91	4	guaranteed	12.002378
91	5	by	2.56265
91	6	the	1.576026
91	7	skipper	17.144051
91	8	.	2.63664
92	1	The	0.0
92	2	skipper	17.594725
92	3	was	7.182906
92	4	guaranteed	12.382945
92	5	by	3.436153
92	6	the	1.820687
92	7	victory	15.58146
92	8	.	2.526934
93	1	The	0.0
93	2	UNK-LC-er	12.617924
93	3	adorned	19.641935
93	4	the	6.645543
93	5	fedora	18.28269
93	6	.	1.870728
94	1	The	0.0
94	2	fedora	20.355656
94	3	adorned	15.900661
94	4	the	7.263111
94	5	UNK-LC-er	12.821289
94	6	.	2.778779
95	1	The	0.0
95	2	fedora	20.355656
95	3	was	7.550095
95	4	adorned	13.776438
95	5	by	5.630484
95	6	the	1.730085
95	7	UNK-LC-er	11.584721
95	8	.	2.866263
96	1	The	0.0
96	2	UNK-LC-er	12.617924
96	3	was	7.789023
96	4	adorned	16.09486
96	5	by	6.302644
96	6	the	1.774224
96	7	fedora	18.4771
96	8	.	1.611865
97	1	The	0.0
97	2	UNK-LC-er	12.617924
97	3	decorated	17.874561
97	4	the	3.746115
97	5	bowler	17.040873
97	6	.	1.88067
98	1	The	0.0
98	2	bowler	19.092619
98	3	decorated	13.952144
98	4	the	3.769939
98	5	UNK-LC-er	12.266862
98	6	.	2.029951
99	1	The	0.0
99	2	bowler	19.092619
99	3	was	6.334823
99	4	decorated	12.967241
99	5	by	4.330143
99	6	the	1.945726
99	7	UNK-LC-er	10.822124
99	8	.	2.658101
100	1	The	0.0
100	2	UNK-LC-er	12.617924
100	3	was	7.789023
100	4	decorated	15.296509
100	5	by	4.767568
100	6	the	1.801913
100	7	bowler	17.77891
100	8	.	1.801561
101	1	The	0.0
101	2	serviceman	20.725723
101	3	hoisted	17.800917
101	4	the	2.576842
101	5	flag	9.192003
101	6	.	2.128383
102	1	The	0.0
102	2	flag	13.894283
102	3	hoisted	19.250664
102	4	the	2.734874
102	5	serviceman	20.153753
102	6	.	2.558879
103	1	The	0.0
103	2	flag	13.894283
103	3	was	6.067734
103	4	hoisted	16.557461
103	5	by	2.215139
103	6	the	1.678453
103	7	serviceman	20.123869
103	8	.	2.27046
104	1	The	0.0
104	2	serviceman	20.725723
104	3	was	5.883321
104	4	hoisted	16.033474
104	5	by	2.828983
104	6	the	1.764131
104	7	flag	11.183911
104	8	.	1.66485
105	1	The	0.0
105	2	soldier	16.423174
105	3	raised	12.078121
105	4	the	2.484698
105	5	banner	13.149535
105	6	.	4.51227
106	1	The	0.0
106	2	banner	15.10219
106	3	raised	13.561991
106	4	the	4.143695
106	5	soldier	15.89927
106	6	.	3.010847
107	1	The	0.0
107	2	banner	15.10219
107	3	was	8.013833
107	4	raised	9.094309
107	5	by	2.679561
107	6	the	1.786974
107	7	soldier	15.392072
107	8	.	2.187116
108	1	The	0.0
108	2	soldier	16.423174
108	3	was	6.032469
108	4	raised	10.369849
108	5	by	2.892525
108	6	the	1.956238
108	7	banner	13.376134
108	8	.	4.813066
109	1	The	0.0
109	2	agent	13.169774
109	3	failed	12.643535
109	4	the	9.349651
109	5	mission	12.917552
109	6	.	1.775155
110	1	The	0.0
110	2	mission	13.859111
110	3	failed	12.355448
110	4	the	9.329137
110	5	agent	14.512662
110	6	.	2.537399
111	1	The	0.0
111	2	mission	13.859111
111	3	was	6.376498
111	4	failed	12.243612
111	5	by	5.047055
111	6	the	1.689218
111	7	agent	13.719534
111	8	.	2.251194
112	1	The	0.0
112	2	agent	13.169774
112	3	was	6.803404
112	4	failed	12.634342
112	5	by	5.305125
112	6	the	1.884666
112	7	mission	15.392988
112	8	.	2.081229
113	1	The	0.0
113	2	operative	17.405622
113	3	blew	18.821089
113	4	the	4.745133
113	5	assignment	15.203592
113	6	.	2.739275
114	1	The	0.0
114	2	assignment	15.319846
114	3	blew	18.600809
114	4	the	4.893459
114	5	operative	19.374416
114	6	.	5.268493
115	1	The	0.0
115	2	assignment	15.319846
115	3	was	6.856225
115	4	blown	12.605671
115	5	by	5.695058
115	6	the	1.868359
115	7	operative	17.586033
115	8	.	4.623198
116	1	The	0.0
116	2	operative	17.405622
116	3	was	9.434035
116	4	blown	12.762318
116	5	by	6.209121
116	6	the	1.973376
116	7	assignment	15.830073
116	8	.	2.250972
117	1	The	0.0
117	2	anchorman	19.782864
117	3	garbled	21.399616
117	4	the	2.664407
117	5	expression	12.658812
117	6	.	2.326522
118	1	The	0.0
118	2	expression	15.104686
118	3	garbled	22.854906
118	4	the	3.245767
118	5	anchorman	20.579935
118	6	.	2.155501
119	1	The	0.0
119	2	expression	15.104686
119	3	was	7.092724
119	4	garbled	17.787542
119	5	by	5.075057
119	6	the	1.764095
119	7	anchorman	18.631056
119	8	.	2.084651
120	1	The	0.0
120	2	anchorman	19.782864
120	3	was	7.149487
120	4	garbled	17.471844
120	5	by	5.133803
120	6	the	1.949059
120	7	expression	13.06001
120	8	.	2.397193
121	1	The	0.0
121	2	announcer	16.530325
121	3	UNK-LC-ed	12.591463
121	4	the	4.298064
121	5	word	8.45653
121	6	.	2.340853
122	1	The	0.0
122	2	word	10.72602
122	3	UNK-LC-ed	13.892585
122	4	the	4.291865
122	5	announcer	15.45935
122	6	.	2.254306
123	1	The	0.0
123	2	word	10.72602
123	3	was	6.523609
123	4	UNK-LC-ed	10.745435
123	5	by	3.63733
123	6	the	1.632845
123	7	announcer	14.772396
123	8	.	2.011022
124	1	The	0.0
124	2	announcer	16.530325
124	3	was	6.58358
124	4	UNK-LC-ed	10.654705
124	5	by	3.971231
124	6	the	1.82492
124	7	word	9.423524
124	8	.	2.360942
125	1	The	0.0
125	2	author	11.49136
125	3	finished	15.371796
125	4	the	3.85488
125	5	novel	10.938795
125	6	.	1.764088
126	1	The	0.0
126	2	novel	12.49485
126	3	finished	15.206475
126	4	the	3.956451
126	5	author	13.598799
126	6	.	2.38204
127	1	The	0.0
127	2	novel	12.49485
127	3	was	6.486432
127	4	finished	11.075362
127	5	by	5.12588
127	6	the	2.0086
127	7	author	10.482432
127	8	.	2.305782
128	1	The	0.0
128	2	author	11.49136
128	3	was	6.727345
128	4	finished	12.242066
128	5	by	5.512454
128	6	the	2.268093
128	7	novel	10.701672
128	8	.	1.613394
129	1	The	0.0
129	2	writer	13.98323
129	3	completed	15.602415
129	4	the	2.371052
129	5	book	8.233327
129	6	.	2.197724
130	1	The	0.0
130	2	book	10.21632
130	3	completed	16.079588
130	4	the	4.51173
130	5	writer	16.887018
130	6	.	2.919192
131	1	The	0.0
131	2	book	10.21632
131	3	was	6.181998
131	4	completed	8.911602
131	5	by	3.355893
131	6	the	1.541443
131	7	writer	13.379416
131	8	.	1.934535
132	1	The	0.0
132	2	writer	13.98323
132	3	was	6.539276
132	4	completed	11.284332
132	5	by	3.181814
132	6	the	1.667497
132	7	book	9.493825
132	8	.	1.506246
133	1	The	0.0
133	2	financier	14.694907
133	3	sponsored	16.604292
133	4	the	3.91211
133	5	project	8.186637
133	6	.	1.565471
134	1	The	0.0
134	2	project	9.372458
134	3	sponsored	13.923504
134	4	the	8.485225
134	5	financier	16.220448
134	6	.	2.296604
135	1	The	0.0
135	2	project	9.372458
135	3	was	6.082146
135	4	sponsored	11.762095
135	5	by	0.205069
135	6	the	1.83174
135	7	financier	11.991453
135	8	.	2.064268
136	1	The	0.0
136	2	financier	14.694907
136	3	was	7.173312
136	4	sponsored	14.98018
136	5	by	0.175155
136	6	the	2.121652
136	7	project	11.82937
136	8	.	1.340834
137	1	The	0.0
137	2	banker	14.425615
137	3	funded	17.473536
137	4	the	5.356163
137	5	program	7.912737
137	6	.	1.900923
138	1	The	0.0
138	2	program	9.314246
138	3	funded	14.830763
138	4	the	7.244476
138	5	banker	16.378101
138	6	.	2.41175
139	1	The	0.0
139	2	program	9.314246
139	3	was	5.953943
139	4	funded	11.634234
139	5	by	1.263751
139	6	the	1.564034
139	7	banker	14.575384
139	8	.	2.084262
140	1	The	0.0
140	2	banker	14.425615
140	3	was	6.526868
140	4	funded	14.192365
140	5	by	1.270195
140	6	the	1.682828
140	7	program	9.992906
140	8	.	1.48216
141	1	The	0.0
141	2	tourist	14.887737
141	3	exited	20.199911
141	4	the	4.121832
141	5	bus	9.786828
141	6	.	1.994582
142	1	The	0.0
142	2	bus	13.140491
142	3	exited	20.774853
142	4	the	3.787172
142	5	tourist	12.772054
142	6	.	3.234407
143	1	The	0.0
143	2	bus	13.140491
143	3	was	6.437648
143	4	exited	19.103867
143	5	by	2.740493
143	6	the	1.592207
143	7	tourist	13.69396
143	8	.	3.299548
144	1	The	0.0
144	2	tourist	14.887737
144	3	was	8.649895
144	4	exited	17.888456
144	5	by	2.739161
144	6	the	1.705157
144	7	bus	11.377769
144	8	.	1.894317
145	1	The	0.0
145	2	vacationer	19.547153
145	3	left	10.072412
145	4	the	3.285232
145	5	shuttle	12.05865
145	6	.	2.305283
146	1	The	0.0
146	2	shuttle	12.356265
146	3	left	10.861577
146	4	the	3.623405
146	5	vacationer	19.474428
146	6	.	2.120799
147	1	The	0.0
147	2	shuttle	12.356265
147	3	was	6.420594
147	4	left	8.509996
147	5	by	4.419782
147	6	the	1.785783
147	7	vacationer	19.697086
147	8	.	1.658367
148	1	The	0.0
148	2	vacationer	19.547153
148	3	was	7.206201
148	4	left	8.130272
148	5	by	4.927684
148	6	the	2.1476
148	7	shuttle	12.625622
148	8	.	1.598581
149	1	The	0.0
149	2	UNK-LC	9.832897
149	3	loathed	20.922112
149	4	the	8.927232
149	5	jam	15.299932
149	6	.	2.158846
150	1	The	0.0
150	2	jam	17.911072
150	3	loathed	21.132994
150	4	the	7.838191
150	5	UNK-LC	8.467872
150	6	.	2.270244
151	1	The	0.0
151	2	jam	17.911072
151	3	was	6.484172
151	4	loathed	17.688448
151	5	by	3.963171
151	6	the	1.782862
151	7	UNK-LC	8.714251
151	8	.	2.259425
152	1	The	0.0
152	2	UNK-LC	9.832897
152	3	was	7.314596
152	4	loathed	17.962269
152	5	by	3.84958
152	6	the	1.798802
152	7	jam	17.432627
152	8	.	1.846164
153	1	The	0.0
153	2	nutritionist	20.69772
153	3	detested	19.834406
153	4	the	1.574255
153	5	marmalade	20.608467
153	6	.	2.470306
154	1	The	0.0
154	2	marmalade	21.621952
154	3	detested	20.683819
154	4	the	2.807945
154	5	nutritionist	19.551756
154	6	.	2.066211
155	1	The	0.0
155	2	marmalade	21.621952
155	3	was	7.137185
155	4	detested	21.06329
155	5	by	2.362307
155	6	the	1.578729
155	7	nutritionist	19.896688
155	8	.	2.273746
156	1	The	0.0
156	2	nutritionist	20.69772
156	3	was	6.268762
156	4	detested	20.206017
156	5	by	2.698775
156	6	the	1.804399
156	7	marmalade	20.253881
156	8	.	2.436152
157	1	The	0.0
157	2	scientist	15.635118
157	3	discovered	12.932196
157	4	the	3.463239
157	5	cure	13.512896
157	6	.	2.429548
158	1	The	0.0
158	2	cure	15.404948
158	3	discovered	15.800363
158	4	the	5.572663
158	5	scientist	14.09439
158	6	.	3.996424
159	1	The	0.0
159	2	cure	15.404948
159	3	was	6.410565
159	4	discovered	9.404859
159	5	by	3.679461
159	6	the	1.640142
159	7	scientist	13.445035
159	8	.	2.215197
160	1	The	0.0
160	2	scientist	15.635118
160	3	was	6.679873
160	4	discovered	10.902336
160	5	by	3.912781
160	6	the	1.84565
160	7	cure	16.117012
160	8	.	1.860602
161	1	The	0.0
161	2	researcher	17.141359
161	3	found	9.652715
161	4	the	3.54575
161	5	remedy	14.587852
161	6	.	2.965424
162	1	The	0.0
162	2	remedy	16.046593
162	3	found	12.037784
162	4	the	4.74331
162	5	researcher	16.448668
162	6	.	3.990564
163	1	The	0.0
163	2	remedy	16.046593
163	3	was	6.305221
163	4	found	8.508882
163	5	by	4.259735
163	6	the	1.605271
163	7	researcher	15.151013
163	8	.	1.818434
164	1	The	0.0
164	2	researcher	17.141359
164	3	was	6.541916
164	4	found	7.254092
164	5	by	4.526443
164	6	the	1.838391
164	7	remedy	17.185474
164	8	.	2.032187
165	1	The	0.0
165	2	doctor	12.967767
165	3	closed	13.744924
165	4	the	4.433655
165	5	school	8.096392
165	6	.	2.707677
166	1	The	0.0
166	2	school	11.712776
166	3	closed	13.115696
166	4	the	5.121776
166	5	doctor	13.576474
166	6	.	2.800142
167	1	The	0.0
167	2	school	11.712776
167	3	was	7.527904
167	4	closed	8.661113
167	5	by	4.346929
167	6	the	1.795323
167	7	doctor	11.339291
167	8	.	2.040952
168	1	The	0.0
168	2	doctor	12.967767
168	3	was	6.198098
168	4	closed	10.77345
168	5	by	4.717083
168	6	the	1.788611
168	7	school	8.633746
168	8	.	2.268063
169	1	The	0.0
169	2	maid	17.832235
169	3	lifted	15.92425
169	4	the	2.450446
169	5	cushion	17.212666
169	6	.	2.238364
170	1	The	0.0
170	2	cushion	17.070038
170	3	lifted	15.01408
170	4	the	2.790549
170	5	maid	18.15309
