sentence_id	token_id	token	surprisal
16	3	is	5.65083
16	4	painting	15.313851
16	5	the	2.765251
16	6	artist	12.32073
16	7	.	2.484991
17	1	The	0.0
17	2	groom	17.641956
17	3	is	6.096471
17	4	carrying	11.025505
17	5	the	2.928031
17	6	bride	13.14806
17	7	.	2.612282
18	1	The	0.0
18	2	bride	16.253674
18	3	is	5.441155
18	4	carrying	10.648866
18	5	the	3.055474
18	6	groom	14.982187
18	7	.	2.474734
19	1	The	0.0
19	2	jester	19.941616
19	3	is	6.249989
19	4	entertaining	14.754273
19	5	the	4.359118
19	6	king	10.460215
19	7	.	2.041631
20	1	The	0.0
20	2	king	12.656921
20	3	is	5.487064
20	4	entertaining	15.551296
20	5	the	3.964555
20	6	jester	17.824696
20	7	.	2.204603
21	1	The	0.0
21	2	lion	13.333695
21	3	is	5.242783
21	4	pouncing	18.900156
21	5	on	0.142869
21	6	the	1.862271
21	7	Safari	20.862576
21	8	guide	22.499332
21	9	.	1.535632
22	1	The	0.0
22	2	Safari	18.408581
22	3	guide	23.415264
22	4	is	5.746902
22	5	pouncing	19.993797
22	6	on	0.203322
22	7	the	1.71761
22	8	lion	14.457541
22	9	.	4.048796
23	1	The	0.0
23	2	photographer	16.681864
23	3	is	5.568316
23	4	taking	8.449111
23	5	a	2.492433
23	6	picture	8.338667
23	7	of	0.813574
23	8	the	1.656633
23	9	model	12.01412
23	10	.	2.245199
24	1	The	0.0
24	2	model	12.016957
24	3	is	5.808415
24	4	taking	9.520467
24	5	a	3.308491
24	6	picture	9.769805
24	7	of	0.654406
24	8	the	1.561801
24	9	photographer	15.793051
24	10	.	2.929927
25	1	The	0.0
25	2	pirate	18.078629
25	3	is	6.302377
25	4	kidnapping	22.076475
25	5	the	7.766669
25	6	princess	16.023397
25	7	.	2.05618
26	1	The	0.0
26	2	princess	17.283777
26	3	is	5.631291
26	4	kidnapping	19.730072
26	5	the	7.242114
26	6	pirate	16.522963
26	7	.	2.419499
27	1	The	0.0
27	2	priest	15.864408
27	3	is	5.400562
27	4	blessing	19.42594
27	5	the	8.123568
27	6	bride	12.69085
27	7	.	2.34876
28	1	The	0.0
28	2	bride	16.253674
28	3	is	5.441155
28	4	blessing	19.604698
28	5	the	8.074077
28	6	priest	12.709094
28	7	.	2.420422
29	1	The	0.0
29	2	shark	16.525322
29	3	is	5.233077
29	4	biting	13.737225
29	5	the	3.441914
29	6	UNK-LC-er	11.066092
29	7	.	2.0695
30	1	The	0.0
30	2	UNK-LC-er	12.617924
30	3	is	6.527222
30	4	biting	15.180187
30	5	the	3.273245
30	6	shark	15.541638
30	7	.	2.029021
31	1	The	0.0
31	2	professor	15.207134
31	3	is	6.262883
31	4	lecturing	15.004468
31	5	to	5.350867
31	6	the	4.437169
31	7	student	10.852003
31	8	.	2.728359
32	1	The	0.0
32	2	student	13.357796
32	3	is	7.327588
32	4	lecturing	16.701969
32	5	to	5.041986
32	6	the	4.150913
32	7	professor	14.56216
32	8	.	2.078097
33	1	The	0.0
33	2	vampire	20.057816
33	3	is	6.056387
33	4	biting	13.734776
33	5	the	3.349407
33	6	woman	9.968451
33	7	.	2.392701
34	1	The	0.0
34	2	woman	11.838908
34	3	is	5.849752
34	4	biting	12.701476
34	5	the	3.339482
34	6	vampire	18.677158
34	7	.	2.132117
35	1	The	0.0
35	2	waiter	17.252216
35	3	is	5.30294
35	4	serving	11.098059
35	5	the	3.463256
35	6	customer	12.466888
35	7	.	2.192099
36	1	The	0.0
36	2	customer	11.974779
36	3	is	5.314122
36	4	serving	10.714163
36	5	the	3.629139
36	6	waiter	16.397333
36	7	.	1.969562
37	1	The	0.0
37	2	lawyer	12.49648
37	3	is	6.277669
37	4	giving	9.372609
37	5	money	7.659023
37	6	to	1.610338
37	7	the	2.017926
37	8	beggar	21.388445
37	9	.	2.192515
38	1	The	0.0
38	2	beggar	20.221027
38	3	is	6.412798
38	4	giving	10.53502
38	5	money	8.186311
38	6	to	1.750896
38	7	the	1.9275
38	8	lawyer	14.127065
38	9	.	2.315274
39	1	The	0.0
39	2	chef	16.439066
39	3	is	5.396389
39	4	cooking	13.101157
39	5	for	6.217844
39	6	the	2.42554
39	7	lady	12.708553
39	8	.	1.888961
40	1	The	0.0
40	2	lady	16.248802
40	3	is	6.223872
40	4	cooking	14.010384
40	5	for	6.078487
40	6	the	2.296814
40	7	chef	12.981938
40	8	.	1.8514
41	1	The	0.0
41	2	ballerina	19.117767
41	3	is	5.979226
41	4	dancing	14.022191
41	5	for	5.682618
41	6	the	2.476755
41	7	grandpa	18.88656
41	8	.	1.619089
42	1	The	0.0
42	2	grandpa	20.109987
42	3	is	5.5887
42	4	dancing	13.146659
42	5	for	5.83962
42	6	the	2.539836
42	7	ballerina	15.158045
42	8	.	1.982349
43	1	The	0.0
43	2	journalist	16.521475
43	3	is	5.908471
43	4	interviewing	15.703128
43	5	the	2.59611
43	6	UNK-LC	9.566724
43	7	.	1.894075
44	1	The	0.0
44	2	UNK-LC	9.832897
44	3	is	6.027605
44	4	interviewing	18.990856
44	5	the	2.496218
44	6	journalist	14.369171
44	7	.	1.721035
45	1	The	0.0
45	2	judge	10.857117
45	3	is	5.650149
45	4	sentencing	19.048878
45	5	the	6.08663
45	6	criminal	8.585831
45	7	.	8.084647
46	1	The	0.0
46	2	criminal	13.226506
46	3	is	10.679176
46	4	sentencing	19.952721
46	5	the	6.871645
46	6	judge	8.392807
46	7	.	2.856629
47	1	The	0.0
47	2	father	12.448253
47	3	is	5.700526
47	4	pulling	12.558154
47	5	the	3.585366
47	6	child	10.016384
47	7	on	5.510881
47	8	the	2.077114
47	9	sled	13.716038
47	10	.	1.322618
48	1	The	0.0
48	2	child	12.633577
48	3	is	5.129235
48	4	pulling	11.982683
48	5	the	3.745559
48	6	father	13.563683
48	7	on	5.44948
48	8	the	1.966606
48	9	sled	13.552288
48	10	.	1.35207
49	1	Santa	0.0
49	2	is	23.738039
49	3	giving	11.587069
49	4	the	2.811268
49	5	girl	14.227437
49	6	a	1.57831
49	7	present	15.93187
49	8	.	7.461425
50	1	The	0.0
50	2	girl	14.429702
50	3	is	5.5846
50	4	giving	9.938563
50	5	Santa	14.432985
50	6	a	19.7654
50	7	present	17.051291
50	8	.	6.938818
51	1	The	0.0
51	2	peasant	16.413662
51	3	is	7.048885
51	4	bowing	15.969268
51	5	to	0.978089
51	6	the	1.702642
51	7	queen	15.262592
51	8	.	2.888282
52	1	The	0.0
52	2	queen	15.029977
52	3	is	6.269647
52	4	bowing	16.133873
52	5	to	1.018941
52	6	the	1.756263
52	7	peasant	15.126469
52	8	.	3.474892
53	1	The	0.0
53	2	lady	16.248802
53	3	is	6.223872
53	4	applauding	15.278708
53	5	the	2.182446
53	6	athlete	16.691088
53	7	.	2.93526
54	1	The	0.0
54	2	athlete	17.961658
54	3	is	5.405748
54	4	applauding	15.219999
54	5	the	2.039174
54	6	lady	15.151868
54	7	.	2.657428
55	1	The	0.0
55	2	father	12.448253
55	3	is	5.700526
55	4	tying	15.892507
55	5	the	2.903546
55	6	son	11.209518
55	7	's	4.368346
55	8	shoes	8.554748
55	9	.	2.916088
56	1	The	0.0
56	2	son	12.254302
56	3	is	7.952553
56	4	tying	15.881932
56	5	the	2.898169
56	6	father	12.900221
56	7	's	2.69992
56	8	shoes	8.33725
56	9	.	2.855914
57	1	The	0.0
57	2	thief	17.085197
57	3	is	6.601767
57	4	stealing	13.504174
57	5	the	3.215674
57	6	purse	11.888195
57	7	from	5.070228
57	8	the	1.768407
57	9	grandma	17.926159
57	10	.	1.707956
58	1	The	0.0
58	2	grandma	20.502228
58	3	is	7.274753
58	4	stealing	13.550356
58	5	the	3.144745
58	6	purse	12.615337
58	7	from	4.943588
58	8	the	1.73495
58	9	thief	14.159461
58	10	.	1.354717
59	1	The	0.0
59	2	cat	14.700199
59	3	is	5.045506
59	4	chasing	12.219693
59	5	the	2.598672
59	6	mouse	13.171207
59	7	.	1.774605
60	1	The	0.0
60	2	mouse	16.183758
60	3	is	5.32348
60	4	chasing	13.953434
60	5	the	2.468849
60	6	cat	12.161873
60	7	.	1.93412
61	1	The	0.0
61	2	visitor	15.176935
61	3	is	5.544646
61	4	pushing	10.908228
61	5	the	2.963173
61	6	patient	11.717079
61	7	.	3.421302
62	1	The	0.0
62	2	patient	13.039375
62	3	is	5.353872
62	4	pushing	10.488111
62	5	the	3.074421
62	6	visitor	12.246731
62	7	.	3.496453
63	1	The	0.0
63	2	relative	12.759237
63	3	is	11.747942
63	4	bringing	12.336899
63	5	flowers	14.702047
63	6	to	2.620732
63	7	the	2.045833
63	8	patient	11.406266
63	9	.	1.910452
64	1	The	0.0
64	2	patient	13.039375
64	3	is	5.353872
64	4	bringing	10.845066
64	5	flowers	13.916929
64	6	to	2.082525
64	7	the	2.03397
64	8	relative	14.138828
64	9	.	6.055684
65	1	The	0.0
65	2	boss	12.565614
65	3	is	5.562054
65	4	yelling	14.813514
65	5	at	4.46432
65	6	the	1.476181
65	7	worker	14.856954
65	8	.	2.316191
66	1	The	0.0
66	2	worker	13.425183
66	3	is	5.561012
66	4	yelling	15.008084
66	5	at	4.459107
66	6	the	1.497592
66	7	boss	12.695764
66	8	.	2.210563
67	1	The	0.0
67	2	dog	13.226348
67	3	is	5.266311
67	4	leading	11.799933
67	5	the	2.905742
67	6	blind	13.217878
67	7	person	10.435099
67	8	.	2.420716
68	1	The	0.0
68	2	blind	14.485159
68	3	person	9.494697
68	4	is	5.898124
68	5	leading	11.388325
68	6	the	2.790695
68	7	dog	10.987949
68	8	.	2.087417
69	1	The	0.0
69	2	bouncer	21.872648
69	3	is	6.659988
69	4	preventing	16.401697
69	5	the	2.358823
69	6	woman	9.391319
69	7	from	0.584108
69	8	entering	7.048947
69	9	.	4.782802
70	1	The	0.0
70	2	woman	11.838908
70	3	is	5.849752
70	4	preventing	15.078787
70	5	the	2.546422
70	6	bouncer	20.601786
70	7	from	1.336842
70	8	entering	9.001272
70	9	.	4.536303
71	1	The	0.0
71	2	dog	13.226348
71	3	is	5.266311
71	4	licking	17.252281
71	5	the	2.019901
71	6	girl	14.515409
71	7	on	8.008692
71	8	the	1.661592
71	9	face	9.095125
71	10	.	3.219691
72	1	The	0.0
72	2	girl	14.429702
72	3	is	5.5846
72	4	licking	15.052135
72	5	the	2.094076
72	6	dog	10.597502
72	7	on	6.554974
72	8	the	1.693733
72	9	face	9.023764
72	10	.	3.514359
73	1	The	0.0
73	2	man	9.960773
73	3	is	6.168086
73	4	proposing	11.708846
73	5	to	1.88153
73	6	the	7.322371
73	7	woman	12.125007
73	8	.	3.175964
74	1	The	0.0
74	2	woman	11.838908
74	3	is	5.849752
74	4	proposing	12.091155
74	5	to	1.913152
74	6	the	7.483462
74	7	man	10.091506
74	8	.	3.634452
75	1	The	0.0
75	2	tailor	19.484287
75	3	is	6.094778
75	4	measuring	14.810879
75	5	the	2.263118
75	6	princess	18.067717
75	7	.	2.902605
76	1	The	0.0
76	2	princess	17.283777
76	3	is	5.631291
76	4	measuring	16.018011
76	5	the	2.329544
76	6	tailor	18.475794
76	7	.	2.815975
77	1	The	0.0
77	2	lifeguard	19.409054
77	3	is	6.393159
77	4	saving	13.711116
77	5	the	2.88159
77	6	grandmother	16.643221
77	7	.	2.939349
78	1	The	0.0
78	2	grandmother	17.979548
78	3	is	5.88287
78	4	saving	13.161648
78	5	the	3.017803
78	6	lifeguard	19.31031
78	7	.	2.586721
79	1	The	0.0
79	2	chauffeur	17.813013
79	3	is	5.585217
79	4	opening	13.187483
79	5	the	2.973857
79	6	door	4.723572
79	7	for	4.231133
79	8	the	2.186944
79	9	lady	13.935579
79	10	.	1.9897
80	1	The	0.0
80	2	lady	16.248802
80	3	is	6.223872
80	4	opening	13.215384
80	5	the	3.113632
80	6	door	4.990777
80	7	for	4.34482
80	8	the	2.176018
80	9	chauffeur	15.01988
80	10	.	1.523805
[0m
